HGNC,name,symbol
23845,SLX4 structure-specific endonuclease subunit,SLX4
6768,SMAD family member 2,SMAD2
6769,SMAD family member 3,SMAD3
6770,SMAD family member 4,SMAD4
6772,SMAD family member 6,SMAD6
6774,SMAD family member 9,SMAD9
11183,SON DNA and RNA binding protein,SON
11187,SOS Ras/Rac guanine nucleotide exchange factor 1,SOS1
11188,SOS Ras/Rho guanine nucleotide exchange factor 2,SOS2
5401,SP110 nuclear body protein,SP110
20318,SPARC related modular calcium binding 1,SMOC1
20323,SPARC related modular calcium binding 2,SMOC2
11226,"SPG11 vesicle trafficking associated, spatacsin",SPG11
20373,"SPG21 abhydrolase domain containing, maspardin",SPG21
11237,"SPG7 matrix AAA peptidase subunit, paraplegin",SPG7
11465,"SPT16 homolog, facilitates chromatin remodeling subunit",SUPT16H
19304,SR-related CTD associated factor 4,SCAF4
11283,"SRC proto-oncogene, non-receptor tyrosine kinase",SRC
11190,SRY-box transcription factor 10,SOX10
11191,SRY-box transcription factor 11,SOX11
18122,SRY-box transcription factor 17,SOX17
11194,SRY-box transcription factor 18,SOX18
11195,SRY-box transcription factor 2,SOX2
11199,SRY-box transcription factor 3,SOX3
11200,SRY-box transcription factor 4,SOX4
11201,SRY-box transcription factor 5,SOX5
11204,SRY-box transcription factor 9,SOX9
11340,SS18 subunit of BAF chromatin remodeling complex,SS18
11335,SSX family member 1,SSX1
11336,SSX family member 2,SSX2
11344,ST14 transmembrane serine protease matriptase,ST14
10866,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",ST3GAL3
10872,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",ST3GAL5
11354,STAG1 cohesin complex component,STAG1
11355,STAG2 cohesin complex component,STAG2
11356,STAG3 cohesin complex component,STAG3
16950,STAM binding protein,STAMBP
30172,STE20 related adaptor alpha,STRADA
24592,STEAP3 metalloreductase,STEAP3
10879,STIL centriolar assembly protein,STIL
26239,STING1 ER exit protein 1,STEEP1
11427,STIP1 homology and U-box containing protein 1,STUB1
26200,STN1 subunit of CST complex,STN1
6172,STT3 oligosaccharyltransferase complex catalytic subunit A,STT3A
30611,STT3 oligosaccharyltransferase complex catalytic subunit B,STT3B
16466,SUFU negative regulator of hedgehog signaling,SUFU
11474,SURF1 cytochrome c oxidase assembly factor,SURF1
17101,SUZ12 polycomb repressive complex 2 subunit,SUZ12
11105,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2",SMARCC2
11102,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",SMARCAL1
11098,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",SMARCA2
11100,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4
11101,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMARCA5
11103,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",SMARCB1
11106,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",SMARCD1
11107,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",SMARCD2
11109,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",SMARCE1
18398,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",SMARCAD1
29040,SZT2 subunit of KICSTOR complex,SZT2
16252,Sad1 and UNC84 domain containing 5,SUN5
30605,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,SEPSECS
16974,Snf2 related CREBBP activator protein,SRCAP
14530,Sp6 transcription factor,SP6
17321,Sp7 transcription factor,SP7
11241,Spi-1 proto-oncogene,SPI1
11242,Spi-B transcription factor,SPIB
25356,SprT-like N-terminal domain,SPRTN
11647,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",TCIRG1
5056,T cell leukemia homeobox 1,TLX1
13532,T cell leukemia homeobox 3,TLX3
11590,T-box brain transcription factor 1,TBR1
11592,T-box transcription factor 1,TBX1
11594,T-box transcription factor 15,TBX15
11596,T-box transcription factor 19,TBX19
11598,T-box transcription factor 20,TBX20
11600,T-box transcription factor 22,TBX22
11602,T-box transcription factor 3,TBX3
11603,T-box transcription factor 4,TBX4
11604,T-box transcription factor 5,TBX5
11605,T-box transcription factor 6,TBX6
11515,T-box transcription factor T,TBXT
12029,T-cell receptor alpha constant,TRAC
12027,T-cell receptor alpha locus,TRA
12155,T-cell receptor beta locus,TRB
12252,T-cell receptor delta locus,TRD
12271,T-cell receptor gamma locus,TRG
11556,"TAL bHLH transcription factor 1, erythroid differentiation factor",TAL1
11584,TANK binding kinase 1,TBK1
29259,TAO kinase 1,TAOK1
11566,TAP binding protein,TAPBP
11571,TAR DNA binding protein,TARDBP
11588,TATA-box binding protein,TBP
11535,TATA-box binding protein associated factor 1,TAF1
11546,TATA-box binding protein associated factor 13,TAF13
11547,TATA-box binding protein associated factor 15,TAF15
11536,TATA-box binding protein associated factor 2,TAF2
11537,TATA-box binding protein associated factor 4,TAF4
11538,TATA-box binding protein associated factor 4b,TAF4B
11540,TATA-box binding protein associated factor 6,TAF6
11532,"TATA-box binding protein associated factor, RNA polymerase I subunit A",TAF1A
28261,TBC1 domain containing kinase,TBCK
16133,TBC1 domain family member 20,TBC1D20
29203,TBC1 domain family member 24,TBC1D24
29183,TBC1 domain family member 2B,TBC1D2B
21066,TBC1 domain family member 7,TBC1D7
24715,TBC1 domain family member 8B,TBC1D8B
29529,TBL1X/Y related 1,TBL1XR1
11648,TCL1 family AKT coactivator A,TCL1A
20324,"TDP-glucose 4,6-dehydratase",TGDS
11714,TEA domain transcription factor 1,TEAD1
11724,TEK receptor tyrosine kinase,TEK
26262,TELO2 interacting protein 2,TTI2
11824,TERF1 interacting nuclear factor 2,TINF2
19246,TERF2 interacting protein,TERF2IP
17075,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,TAB2
11776,TGFB induced factor homeobox 1,TGIF1
20856,THAP domain containing 1,THAP1
19073,THO complex subunit 2,THOC2
28369,THO complex subunit 6,THOC6
11802,TIA1 cytotoxic granule associated RNA binding protein,TIA1
11805,TIAM Rac1 associated GEF 1,TIAM1
11822,TIMP metallopeptidase inhibitor 3,TIMP3
18348,TIR domain containing adaptor molecule 1,TICAM1
25295,TLC domain containing 3B,TLCD3B
11896,TNF alpha induced protein 3,TNFAIP3
12033,TNF receptor associated factor 3,TRAF3
12036,TNF receptor associated factor 6,TRAF6
20456,TNF receptor associated factor 7,TRAF7
11905,TNF receptor superfamily member 10b,TNFRSF10B
11908,TNF receptor superfamily member 11a,TNFRSF11A
11909,TNF receptor superfamily member 11b,TNFRSF11B
18153,TNF receptor superfamily member 13B,TNFRSF13B
17755,TNF receptor superfamily member 13C,TNFRSF13C
11916,TNF receptor superfamily member 1A,TNFRSF1A
11917,TNF receptor superfamily member 1B,TNFRSF1B
11918,TNF receptor superfamily member 4,TNFRSF4
11924,TNF receptor superfamily member 9,TNFRSF9
11926,TNF superfamily member 11,TNFSF11
11927,TNF superfamily member 12,TNFSF12
11931,TNF superfamily member 15,TNFSF15
11934,TNF superfamily member 4,TNFSF4
16903,TNFAIP3 interacting protein 1,TNIP1
19661,TNNI3 interacting kinase,TNNI3K
19959,TOG array regulator of axonemal microtubules 1,TOGARAM1
21653,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",TOPORS
26197,TOP6B like initiator of meiotic double strand breaks,TOP6BL
16197,TP53 regulating kinase,TP53RK
24259,TP53RK binding protein,TPRKB
30764,TRAF interacting protein,TRAIP
30765,TRAF2 and NCK interacting kinase,TNIK
17861,TRAF3 interacting protein 1,TRAF3IP1
1343,TRAF3 interacting protein 2,TRAF3IP2
17009,TRIO and F-actin binding protein,TRIOBP
12362,TSC complex subunit 1,TSC1
12363,TSC complex subunit 2,TSC2
16831,TSPO associated protein 1,TSPOAP1
12382,TSPY like 1,TSPYL1
25455,TSR2 ribosome maturation factor,TSR2
12406,TUB bipartite transcription factor,TUB
12423,TUB like protein 1,TULP1
12367,"Ts translation elongation factor, mitochondrial",TSFM
12420,"Tu translation elongation factor, mitochondrial",TUFM
25792,U6 snRNA biogenesis phosphodiesterase 1,USB1
20486,UBA domain containing 2,UBAC2
12530,UDP glucuronosyltransferase family 1 member A1,UGT1A1
4116,UDP-galactose-4-epimerase,GALE
25640,UFM1 specific peptidase 2,UFSP2
20439,UPF3B regulator of nonsense mediated mRNA decay,UPF3B
12597,USH1 protein network component harmonin,USH1C
16356,USH1 protein network component sans,USH1G
1983,UTP4 small subunit processome component,UTP4
29304,UV stimulated scaffold protein A,UVSSA
30791,UbiA prenyltransferase domain containing 1,UBIAD1
12599,"Usher syndrome 1E (autosomal recessive, severe)",USH1E
22433,Usher syndrome 1H (autosomal recessive),USH1H
43724,Usher syndrome 1K (autosomal recessive),USH1K
25507,VAC14 component of PIKFYVE complex,VAC14
12649,VAMP associated protein B and C,VAPB
15512,VANGL planar cell polarity protein 1,VANGL1
15511,VANGL planar cell polarity protein 2,VANGL2
14583,VPS11 core subunit of CORVET and HOPS complexes,VPS11
18179,VPS33A core subunit of CORVET and HOPS complexes,VPS33A
20347,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",VIPAS39
12712,VPS33B late endosome and lysosome associated,VPS33B
24641,VPS35 endosomal protein sorting factor like,VPS35L
13487,VPS35 retromer complex component,VPS35
24928,VPS37A subunit of ESCRT-I,VPS37A
18287,VPS37D subunit of ESCRT-I,VPS37D
12713,VPS41 subunit of HOPS complex,VPS41
25608,VPS53 subunit of GARP complex,VPS53
12718,VRK serine/threonine kinase 1,VRK1
12736,WAS/WASL interacting protein family member 1,WIPF1
29174,WASH complex subunit 4,WASHC4
28984,WASH complex subunit 5,WASHC5
12731,WASP actin nucleation promoting factor,WAS
12732,WASP family member 1,WASF1
20751,WD repeat and FYVE domain containing 3,WDFY3
25522,WD repeat containing antisense to TP53,WRAP53
28027,WD repeat containing planar cell polarity effector,WDPCP
12754,WD repeat domain 1,WDR1
13831,WD repeat domain 11,WDR11
18340,WD repeat domain 19,WDR19
21208,WD repeat domain 26,WDR26
29250,WD repeat domain 35,WDR35
31406,WD repeat domain 37,WDR37
12756,WD repeat domain 4,WDR4
28912,WD repeat domain 45,WDR45
30914,WD repeat domain 48,WDR48
24502,WD repeat domain 62,WDR62
26790,WD repeat domain 72,WDR72
25928,WD repeat domain 73,WDR73
26600,WD repeat domain 81,WDR81
19684,WEE2 oocyte meiosis inhibiting kinase,WEE2
14540,WNK lysine deficient protein kinase 1,WNK1
14544,WNK lysine deficient protein kinase 4,WNK4
12791,WRN RecQ like helicase,WRN
12796,WT1 transcription factor,WT1
12738,WW domain binding protein 2,WBP2
17327,WW domain containing adaptor with coiled-coil,WAC
12799,WW domain containing oxidoreductase,WWOX
24042,WW domain containing transcription regulator 1,WWTR1
12774,Wnt family member 1,WNT1
13829,Wnt family member 10A,WNT10A
12775,Wnt family member 10B,WNT10B
12782,Wnt family member 3,WNT3
15983,Wnt family member 3A,WNT3A
12783,Wnt family member 4,WNT4
12784,Wnt family member 5A,WNT5A
12786,Wnt family member 7A,WNT7A
12787,Wnt family member 7B,WNT7B
12779,Wnt family member 9B,WNT9B
12811,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",XK
592,X-linked inhibitor of apoptosis,XIAP
12823,X-prolyl aminopeptidase 2,XPNPEP2
28052,X-prolyl aminopeptidase 3,XPNPEP3
12829,X-ray repair cross complementing 2,XRCC2
12831,X-ray repair cross complementing 4,XRCC4
12814,"XPA, DNA damage recognition and repair factor",XPA
12816,"XPC complex subunit, DNA damage recognition and repair factor",XPC
25489,YEATS domain containing 2,YEATS2
12843,YME1 like 1 ATPase,YME1L1
30935,YY1 associated protein 1,YY1AP1
12856,YY1 transcription factor,YY1
16262,Yes1 associated transcriptional regulator,YAP1
24877,Yip1 domain family member 5,YIPF5
30511,"Yip1 interacting factor homolog B, membrane trafficking protein",YIF1B
1108,ZFP36 ring finger protein like 2,ZFP36L2
18791,ZFP57 zinc finger protein,ZFP57
12872,Zic family member 1,ZIC1
12873,Zic family member 2,ZIC2
12874,Zic family member 3,ZIC3
20393,Zic family member 4,ZIC4
15868,"abhydrolase domain containing 12, lysophospholipase",ABHD12
13921,"abhydrolase domain containing 16A, phospholipase",ABHD16A
21396,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",ABHD5
93,acetyl-CoA acetyltransferase 1,ACAT1
738,achaete-scute family bHLH transcription factor 1,ASCL1
14376,acid phosphatase 4,ACP4
124,"acid phosphatase 5, tartrate resistant",ACP5
118,aconitase 2,ACO2
129,"actin alpha 1, skeletal muscle",ACTA1
130,"actin alpha 2, smooth muscle",ACTA2
143,actin alpha cardiac muscle 1,ACTC1
132,actin beta,ACTB
144,actin gamma 1,ACTG1
145,"actin gamma 2, smooth muscle",ACTG2
24124,actin like 6A,ACTL6A
160,actin like 6B,ACTL6B
28494,actin like 9,ACTL9
707,actin related protein 2/3 complex subunit 4,ARPC4
163,actinin alpha 1,ACTN1
164,actinin alpha 2,ACTN2
166,actinin alpha 4,ACTN4
24268,activating signal cointegrator 1 complex subunit 1,ASCC1
783,activating transcription factor 1,ATF1
791,activating transcription factor 6,ATF6
13203,activation induced cytidine deaminase,AICDA
14262,activator of transcription and developmental regulator AUTS2,AUTS2
175,activin A receptor like type 1,ACVRL1
171,activin A receptor type 1,ACVR1
174,activin A receptor type 2B,ACVR2B
15766,activity dependent neuroprotector homeobox,ADNP
87,acyl-CoA dehydrogenase family member 8,ACAD8
21497,acyl-CoA dehydrogenase family member 9,ACAD9
89,acyl-CoA dehydrogenase medium chain,ACADM
90,acyl-CoA dehydrogenase short chain,ACADS
91,acyl-CoA dehydrogenase short/branched chain,ACADSB
92,acyl-CoA dehydrogenase very long chain,ACADVL
119,acyl-CoA oxidase 1,ACOX1
27288,acyl-CoA synthetase family member 3,ACSF3
3571,acyl-CoA synthetase long chain family member 4,ACSL4
21869,acylglycerol kinase,AGK
24035,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",APPL1
554,adaptor related protein complex 1 subunit beta 1,AP1B1
555,adaptor related protein complex 1 subunit gamma 1,AP1G1
559,adaptor related protein complex 1 subunit sigma 1,AP1S1
560,adaptor related protein complex 1 subunit sigma 2,AP1S2
18971,adaptor related protein complex 1 subunit sigma 3,AP1S3
564,adaptor related protein complex 2 subunit mu 1,AP2M1
565,adaptor related protein complex 2 subunit sigma 1,AP2S1
566,adaptor related protein complex 3 subunit beta 1,AP3B1
567,adaptor related protein complex 3 subunit beta 2,AP3B2
568,adaptor related protein complex 3 subunit delta 1,AP3D1
572,adaptor related protein complex 4 subunit beta 1,AP4B1
573,adaptor related protein complex 4 subunit epsilon 1,AP4E1
574,adaptor related protein complex 4 subunit mu 1,AP4M1
575,adaptor related protein complex 4 subunit sigma 1,AP4S1
22197,adaptor related protein complex 5 subunit zeta 1,AP5Z1
245,adducin 3,ADD3
626,adenine phosphoribosyltransferase,APRT
263,adenosine A2a receptor,ADORA2A
186,adenosine deaminase,ADA
1839,adenosine deaminase 2,ADA2
225,adenosine deaminase RNA specific,ADAR
25151,adenosine deaminase tRNA specific 3,ADAT3
257,adenosine kinase,ADK
468,adenosine monophosphate deaminase 1,AMPD1
469,adenosine monophosphate deaminase 2,AMPD2
470,adenosine monophosphate deaminase 3,AMPD3
343,adenosylhomocysteinase,AHCY
232,adenylate cyclase 1,ADCY1
21285,adenylate cyclase 10,ADCY10
236,adenylate cyclase 5,ADCY5
237,adenylate cyclase 6,ADCY6
361,adenylate kinase 1,AK1
362,adenylate kinase 2,AK2
20091,adenylate kinase 7,AK7
33814,adenylate kinase 9,AK9
291,adenylosuccinate lyase,ADSL
20093,adenylosuccinate synthase 1,ADSS1
3337,adhesion G protein-coupled receptor E2,ADGRE2
4512,adhesion G protein-coupled receptor G1,ADGRG1
4516,adhesion G protein-coupled receptor G2,ADGRG2
20973,adhesion G protein-coupled receptor L1,ADGRL1
17416,adhesion G protein-coupled receptor V1,ADGRV1
282,adrenoceptor alpha 2B,ADRA2B
319,aggrecan,ACAN
329,agrin,AGRN
13666,aladin WD repeat nucleoporin,AAAS
341,alanine--glyoxylate aminotransferase,AGXT
20,alanyl-tRNA synthetase 1,AARS1
21022,"alanyl-tRNA synthetase 2, mitochondrial",AARS2
399,albumin,ALB
409,aldehyde dehydrogenase 1 family member A3,ALDH1A3
9722,aldehyde dehydrogenase 18 family member A1,ALDH18A1
403,aldehyde dehydrogenase 3 family member A2,ALDH3A2
406,aldehyde dehydrogenase 4 family member A1,ALDH4A1
408,aldehyde dehydrogenase 5 family member A1,ALDH5A1
7179,aldehyde dehydrogenase 6 family member A1,ALDH6A1
877,aldehyde dehydrogenase 7 family member A1,ALDH7A1
385,aldo-keto reductase family 1 member C2,AKR1C2
387,aldo-keto reductase family 1 member C4,AKR1C4
388,aldo-keto reductase family 1 member D1,AKR1D1
414,"aldolase, fructose-bisphosphate A",ALDOA
417,"aldolase, fructose-bisphosphate B",ALDOB
25189,"alkB homolog 8, tRNA methyltransferase",ALKBH8
16066,alkaline ceramidase 3,ACER3
438,"alkaline phosphatase, biomineralization associated",ALPL
437,"alkaline phosphatase, intestinal",ALPI
327,alkylglycerone phosphate synthase,AGPS
349,alpha 2-HS glycoprotein,AHSG
25662,alpha and gamma adaptin binding protein,AAGAB
317,alpha fetoprotein,AFP
4065,alpha glucosidase,GAA
20917,alpha kinase 1,ALPK1
12404,alpha tocopherol transfer protein,TTPA
7045,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2
4006,alpha-L-fucosidase 1,FUCA1
5391,alpha-L-iduronidase,IDUA
7631,alpha-N-acetylgalactosaminidase,NAGA
451,alpha-methylacyl-CoA racemase,AMACR
443,alsin Rho guanine nucleotide exchange factor ALS2,ALS2
452,ameloblastin,AMBN
461,amelogenin X-linked,AMELX
33188,amelotin,AMTN
10648,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,AIMP1
177,aminoacylase 1,ACY1
17366,aminoadipate-semialdehyde synthase,AASS
395,aminolevulinate dehydratase,ALAD
473,aminomethyltransferase,AMT
14604,amnion associated transmembrane protein,AMN
321,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL
620,amyloid beta precursor protein,APP
19988,anaphase promoting complex subunit 1,ANAPC1
644,androgen receptor,AR
24684,angiogenic factor with G-patch and FHA domains 1,AGGF1
483,angiogenin,ANG
17811,angiomotin like 1,AMOTL1
484,angiopoietin 1,ANGPT1
485,angiopoietin 2,ANGPT2
23140,angiopoietin like 6,ANGPTL6
2707,angiotensin I converting enzyme,ACE
336,angiotensin II receptor type 1,AGTR1
338,angiotensin II receptor type 2,AGTR2
333,angiotensinogen,AGT
14082,"anillin, actin binding protein",ANLN
492,ankyrin 1,ANK1
493,ankyrin 2,ANK2
494,ankyrin 3,ANK3
20763,ankyrin repeat and FYVE domain containing 1,ANKFY1
29101,ankyrin repeat and LEM domain containing 2,ANKLE2
29422,ankyrin repeat and sterile alpha motif domain containing 3,ANKS3
26724,ankyrin repeat and sterile alpha motif domain containing 6,ANKS6
15819,ankyrin repeat domain 1,ANKRD1
23575,ankyrin repeat domain 17,ANKRD17
25681,ankyrin repeat domain 55,ANKRD55
21316,ankyrin repeat domain containing 11,ANKRD11
29186,ankyrin repeat domain containing 26,ANKRD26
535,annexin A11,ANXA11
25519,anoctamin 10,ANO10
14004,anoctamin 3,ANO3
27337,anoctamin 5,ANO5
25240,anoctamin 6,ANO6
6211,anosmin 1,ANOS1
464,anti-Mullerian hormone,AMH
465,anti-Mullerian hormone receptor type 2,AMHR2
600,apolipoprotein A1,APOA1
601,apolipoprotein A2,APOA2
17288,apolipoprotein A5,APOA5
603,apolipoprotein B,APOB
609,apolipoprotein C2,APOC2
610,apolipoprotein C3,APOC3
613,apolipoprotein E,APOE
618,apolipoprotein L1,APOL1
8768,apoptosis inducing factor mitochondria associated 1,AIFM1
15984,aprataxin,APTX
634,aquaporin 2,AQP2
638,aquaporin 5,AQP5
430,"arachidonate 12-lipoxygenase, 12R type",ALOX12B
13743,arachidonate lipoxygenase 3,ALOXE3
649,archain 1,ARCN1
663,arginase 1,ARG1
24152,arginine and serine rich coiled-coil 1,RSRC1
894,arginine vasopressin,AVP
897,arginine vasopressin receptor 2,AVPR2
9965,arginine-glutamic acid dipeptide repeats,RERE
746,argininosuccinate lyase,ASL
758,argininosuccinate synthase 1,ASS1
9870,arginyl-tRNA synthetase 1,RARS1
21406,"arginyl-tRNA synthetase 2, mitochondrial",RARS2
3263,"argonaute 2, RISC catalytic component",AGO2
3262,argonaute RISC component 1,AGO1
18060,aristaless related homeobox,ARX
21099,armadillo repeat containing 12,ARMC12
23045,armadillo repeat containing 2,ARMC2
25781,armadillo repeat containing 5,ARMC5
20730,armadillo repeat containing 9,ARMC9
348,aryl hydrocarbon receptor,AHR
358,aryl hydrocarbon receptor interacting protein,AIP
359,aryl hydrocarbon receptor interacting protein like 1,AIPL1
16876,aryl hydrocarbon receptor nuclear translocator 2,ARNT2
713,arylsulfatase A,ARSA
714,arylsulfatase B,ARSB
24102,arylsulfatase G,ARSG
719,arylsulfatase L,ARSL
32521,arylsulfatase family member I,ARSI
25239,arylsulfatase family member K,ARSK
753,asparagine synthetase (glutamine-hydrolyzing),ASNS
26274,"asparaginyl-tRNA synthetase 2, mitochondrial",NARS2
757,aspartate beta-hydroxylase,ASPH
26321,aspartic peptidase retroviral like 1,ASPRV1
756,aspartoacylase,ASPA
2678,aspartyl-tRNA synthetase 1,DARS1
25538,"aspartyl-tRNA synthetase 2, mitochondrial",DARS2
318,aspartylglucosaminidase,AGA
19048,assembly factor for spindle microtubules,ASPM
10548,ataxin 1,ATXN1
10549,ataxin 10,ATXN10
10555,ataxin 2,ATXN2
7106,ataxin 3,ATXN3
10560,ataxin 7,ATXN7
32925,ataxin 8,ATXN8
11231,atlastin GTPase 1,ATL1
24526,atlastin GTPase 3,ATL3
13907,atonal bHLH transcription factor 7,ATOH7
3033,atrophin 1,ATN1
11391,aurora kinase C,AURKC
360,autoimmune regulator,AIRE
903,axin 1,AXIN1
904,axin 2,AXIN2
908,azoospermia factor 1,AZF1
591,baculoviral IAP repeat containing 3,BIRC3
16512,barttin CLCNK type accessory subunit beta,BSND
35126,basic helix-loop-helix family member a9,BHLHA9
1081,basonuclin zinc finger protein 1,BNC1
30988,basonuclin zinc finger protein 2,BNC2
1040,beaded filament structural protein 1,BFSP1
1041,beaded filament structural protein 2,BFSP2
12703,bestrophin 1,BEST1
20207,beta 3-glucosyltransferase,B3GLCT
28596,"beta-1,3-N-acetylgalactosaminyltransferase 2",B3GALNT2
17978,"beta-1,3-galactosyltransferase 6",B3GALT6
923,"beta-1,3-glucuronyltransferase 3",B3GAT3
4117,"beta-1,4-N-acetyl-galactosaminyltransferase 1",B4GALNT1
924,"beta-1,4-galactosyltransferase 1",B4GALT1
930,"beta-1,4-galactosyltransferase 7",B4GALT7
15685,"beta-1,4-glucuronyltransferase 1",B4GAT1
914,beta-2-microglobulin,B2M
13815,beta-carotene oxygenase 1,BCO1
1144,beta-transducin repeat containing E3 ubiquitin protein ligase,BTRC
16297,beta-ureidopropionase 1,UPB1
1044,biglycan,BGN
932,bile acid-CoA:amino acid N-acyltransferase,BAAT
1062,biliverdin reductase A,BLVRA
20914,biogenesis of lysosomal organelles complex 1 subunit 3,BLOC1S3
18561,biogenesis of lysosomal organelles complex 1 subunit 5,BLOC1S5
8549,biogenesis of lysosomal organelles complex 1 subunit 6,BLOC1S6
1122,biotinidase,BTD
1093,bisphosphoglycerate mutase,BPGM
1152,blood vessel epicardial substance,BVES
24415,bolA family member 3,BOLA3
1067,bone morphogenetic protein 1,BMP1
1068,bone morphogenetic protein 15,BMP15
1069,bone morphogenetic protein 2,BMP2
1071,bone morphogenetic protein 4,BMP4
1073,bone morphogenetic protein 6,BMP6
1076,bone morphogenetic protein receptor type 1A,BMPR1A
1077,bone morphogenetic protein receptor type 1B,BMPR1B
1078,bone morphogenetic protein receptor type 2,BMPR2
1033,brain derived neurotrophic factor,BDNF
24160,brain expressed associated with NEDD4 1,BEAN1
986,branched chain keto acid dehydrogenase E1 subunit alpha,BCKDHA
987,branched chain keto acid dehydrogenase E1 subunit beta,BCKDHB
16902,branched chain keto acid dehydrogenase kinase,BCKDK
26953,bridge-like lipid transfer protein family member 1,BLTP1
1052,bridging integrator 1,BIN1
3581,bromodomain PHD finger transcription factor,BPTF
961,bromodomain adjacent to zinc finger domain 1B,BAZ1B
17342,bromodomain and WD repeat domain containing 3,BRWD3
13575,bromodomain containing 4,BRD4
1142,butyrophilin like 2,BTNL2
983,butyrylcholinesterase,BCHE
2345,cAMP responsive element binding protein 1,CREB1
18856,cAMP responsive element binding protein 3 like 1,CREB3L1
23720,cAMP responsive element binding protein 3 like 2,CREB3L2
18855,cAMP responsive element binding protein 3 like 3,CREB3L3
1748,cadherin 1,CDH1
1750,cadherin 11,CDH11
1754,cadherin 15,CDH15
1759,cadherin 2,CDH2
1762,cadherin 3,CDH3
1850,cadherin EGF LAG seven-pass G-type receptor 1,CELSR1
13733,cadherin related 23,CDH23
14550,cadherin related family member 1,CDHR1
16709,calcitonin receptor like receptor,CALCRL
19721,calcium activated nucleotidase 1,CANT1
16920,calcium and integrin binding 1,CIB1
24579,calcium and integrin binding family member 2,CIB2
1385,calcium binding protein 2,CABP2
1386,calcium binding protein 4,CABP4
1514,calcium sensing receptor,CASR
1399,calcium voltage-gated channel auxiliary subunit alpha2delta 1,CACNA2D1
20202,calcium voltage-gated channel auxiliary subunit alpha2delta 4,CACNA2D4
1402,calcium voltage-gated channel auxiliary subunit beta 2,CACNB2
1404,calcium voltage-gated channel auxiliary subunit beta 4,CACNB4
1406,calcium voltage-gated channel auxiliary subunit gamma 2,CACNG2
1388,calcium voltage-gated channel subunit alpha1 A,CACNA1A
1389,calcium voltage-gated channel subunit alpha1 B,CACNA1B
1390,calcium voltage-gated channel subunit alpha1 C,CACNA1C
1391,calcium voltage-gated channel subunit alpha1 D,CACNA1D
1393,calcium voltage-gated channel subunit alpha1 F,CACNA1F
1394,calcium voltage-gated channel subunit alpha1 G,CACNA1G
1395,calcium voltage-gated channel subunit alpha1 H,CACNA1H
1396,calcium voltage-gated channel subunit alpha1 I,CACNA1I
1397,calcium voltage-gated channel subunit alpha1 S,CACNA1S
1460,calcium/calmodulin dependent protein kinase II alpha,CAMK2A
1461,calcium/calmodulin dependent protein kinase II beta,CAMK2B
1497,calcium/calmodulin dependent serine protein kinase,CASK
1442,calmodulin 1,CALM1
1445,calmodulin 2,CALM2
1449,calmodulin 3,CALM3
18806,calmodulin binding transcription activator 1,CAMTA1
26276,calmodulin-lysine N-methyltransferase,CAMKMT
1476,calpain 1,CAPN1
11182,calpain 15,CAPN15
1480,calpain 3,CAPN3
1482,calpain 5,CAPN5
1515,calpastatin,CAST
1455,calreticulin,CALR
1512,calsequestrin 1,CASQ1
1513,calsequestrin 2,CASQ2
26047,cancer/testis antigen 55,CT55
11968,canopy FGF signaling regulator 3,CNPY3
14214,capicua transcriptional repressor,CIC
27089,capping protein regulator and myosin 1 linker 2,CARMIL2
2323,carbamoyl-phosphate synthase 1,CPS1
1424,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD
24464,carbohydrate sulfotransferase 14,CHST14
1971,carbohydrate sulfotransferase 3,CHST3
6938,carbohydrate sulfotransferase 6,CHST6
15993,carbohydrate sulfotransferase 8,CHST8
1371,carbonic anhydrase 12,CA12
1373,carbonic anhydrase 2,CA2
1375,carbonic anhydrase 4,CA4
